scope,repo,path,line,action,token,replacement,reference_class,reason,excerpt,replacement_preview
external_repo,bc-core,bc-core/src/registry/mcf/mcf-arpi-materialization.controller.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* bc-docs-v3/docs/implementation/d429-step5-arpi-materialization-writer-dbcp-2026-06-09.md,* bc-docs/docs/implementation/d429-step5-arpi-materialization-writer-dbcp-2026-06-09.md
external_repo,bc-core,bc-core/src/registry/mcf/mcf-hash-computer-coordinator.service.spec.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M7/M8: bc-docs-v3/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §14.3,* DBCP M7/M8: bc-docs/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §14.3
external_repo,bc-core,bc-core/src/registry/mcf/mcf-hash-computer.interface.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M4: bc-docs-v3/docs/implementation/metric-context-framework-m4-lifecycle-certification-dbcp.md (3983530) §7,* DBCP M4: bc-docs/docs/implementation/metric-context-framework-m4-lifecycle-certification-dbcp.md (3983530) §7
external_repo,bc-core,bc-core/src/registry/mcf/mcf-hash-computer.interface.ts,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M7/M8: bc-docs-v3/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §12.1,* DBCP M7/M8: bc-docs/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §12.1
external_repo,bc-core,bc-core/src/registry/mcf/mcf-hash-computer.mock.ts,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M4: bc-docs-v3/docs/implementation/metric-context-framework-m4-lifecycle-certification-dbcp.md (3983530) §7.3,* DBCP M4: bc-docs/docs/implementation/metric-context-framework-m4-lifecycle-certification-dbcp.md (3983530) §7.3
external_repo,bc-core,bc-core/src/registry/mcf/mcf-hash-computer.mock.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M7/M8: bc-docs-v3/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §12.1,* DBCP M7/M8: bc-docs/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §12.1
external_repo,bc-core,bc-core/src/registry/mcf/mcf-jcs.spec.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M7/M8: bc-docs-v3/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §5,* DBCP M7/M8: bc-docs/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §5
external_repo,bc-core,bc-core/src/registry/mcf/mcf-jcs.ts,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M7/M8: bc-docs-v3/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §5,* DBCP M7/M8: bc-docs/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §5
external_repo,bc-core,bc-core/src/registry/mcf/mcf-mcv-supersede.controller.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* Build plan Gate M15 — bc-docs-v3/docs/implementation/metric-context-framework-build-plan.md,* Build plan Gate M15 — bc-docs/docs/implementation/metric-context-framework-build-plan.md
external_repo,bc-core,bc-core/src/registry/mcf/mcf-read.service.spec.ts,102,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* table in bc-docs-v3 M7/M8 DBCP §9.3 + package-signature.service.ts.,* table in bc-docs M7/M8 DBCP §9.3 + package-signature.service.ts.
external_repo,bc-core,bc-core/src/registry/mcf/mcf-read.service.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-S1 (bc-docs-v3 merge `fa1b7199`) §4.1 — HTTP/REST surface,* PR-S1 (bc-docs merge `fa1b7199`) §4.1 — HTTP/REST surface
external_repo,bc-core,bc-core/src/registry/mcf/mcf.module.ts,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-S1 (bc-docs-v3 merge `fa1b7199`) §4.2.,* PR-S1 (bc-docs merge `fa1b7199`) §4.2.
external_repo,bc-core,bc-core/src/registry/mcf/metric-authoring-materialization.service.ts,1088,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* kernel (bc-docs-v3 M7/M8 DBCP §9.3) stays authoritative; we just,* kernel (bc-docs M7/M8 DBCP §9.3) stays authoritative; we just
external_repo,bc-core,bc-core/src/registry/mcf/metric-authoring/metric-authoring.module.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* MCF Metric Activation unblock apply DBCP : bc-docs-v3/docs/implementation/metric-context-framework-m14-unblock-apply-dbcp.md,* MCF Metric Activation unblock apply DBCP : bc-docs/docs/implementation/metric-context-framework-m14-unblock-apply-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/metric-authoring/metric-draft-review-panel-run-writer.service.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* MCF Metric Activation (legacy: M14)/Metric Draft Review governance DBCP : bc-docs-v3/docs/implementation/metric-context-framework-m14-m12-governance-dbcp.md,* MCF Metric Activation (legacy: M14)/Metric Draft Review governance DBCP : bc-docs/docs/implementation/metric-context-framework-m14-m12-governance-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/package-signature.service.spec.ts,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* DBCP M7/M8: bc-docs-v3/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §14.2,* DBCP M7/M8: bc-docs/docs/implementation/metric-context-framework-m7-m8-formula-hash-authority-dbcp.md (62ec707) §14.2
external_repo,bc-core,bc-core/src/registry/mcf/panel-agents/anthropic-agent.adapter.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/panel-agents/bedrock-agent.adapter.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/panel-agents/google-agent.adapter.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/panel-agents/model-defaults.ts,9,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/panel-agents/openai-agent.adapter.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/panel-consensus.ts,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/panel-tool-surface.production.ts,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* PR-G1: bc-docs-v3/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md,* PR-G1: bc-docs/docs/implementation/metric-context-framework-m12-panel-framework-calibration-dbcp.md
external_repo,bc-core,bc-core/src/registry/mcf/prompts/m12-panel-maker.v1.md,170,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,Fiscal time on this platform is governed by D363 / D364 / D365 and `bc-docs-v3/docs/operating-model/fiscal-time-and-temporal-gates.md`. Four rules follow:,Fiscal time on this platform is governed by D363 / D364 / D365 and `bc-docs/docs/operating-model/fiscal-time-and-temporal-gates.md`. Four rules follow:
external_repo,bc-core,bc-core/src/registry/mcf/prompts/m12-panel-maker.v1.md,187,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,`temporal_gate_params_json` is a strict JSON object whose required fields are fixed by the `temporal_gate_shape_code` you chose. The substrate's identity-hash kernel projector (per bc-docs-v3 M7/M8 DBCP §9.3 + `packag...,`temporal_gate_params_json` is a strict JSON object whose required fields are fixed by the `temporal_gate_shape_code` you chose. The substrate's identity-hash kernel projector (per bc-docs M7/M8 DBCP §9.3 + `package-s...
external_repo,bc-core,bc-core/src/registry/seed/f4-characteristics-v1.ts,9,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* - GOVERNANCE RECORD — the F4-S1 artifact: bc-docs-v3 docs/implementation/,* - GOVERNANCE RECORD — the F4-S1 artifact: bc-docs docs/implementation/
external_repo,bc-core,bc-core/src/types/enums.ts,9,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,* - MCF roles allowlist: bc-docs-v3/docs/implementation/mcf-role-grant-service-dbcp.md,* - MCF roles allowlist: bc-docs/docs/implementation/mcf-role-grant-service-dbcp.md
external_repo,bc-core,bc-core/src/types/enums.ts,35,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,// MCF roles introduced by PR-C4 per bc-docs-v3 PR-S1 §4.3,// MCF roles introduced by PR-C4 per bc-docs PR-S1 §4.3
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/06-mcf-lifecycle-certification.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 3983530; rewritten post-M3-cert-amendment to target,-- (per DBCP bc-docs 3983530; rewritten post-M3-cert-amendment to target
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/07-mcf-formula-ast-storage-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 62ec707 §13.2.1 + §17.1 — L-3 guard clarification),-- (per DBCP bc-docs 62ec707 §13.2.1 + §17.1 — L-3 guard clarification)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/07-mcf-formula-ast-storage.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 62ec707 — Formula AST + Hash/Signature Authority),-- (per DBCP bc-docs 62ec707 — Formula AST + Hash/Signature Authority)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/08-mcf-panel-substrate-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 00435c0 §14.4),-- (per DBCP bc-docs 00435c0 §14.4)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/08-mcf-panel-substrate.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 00435c0 — Metric Authoring Panel substrate),-- (per DBCP bc-docs 00435c0 — Metric Authoring Panel substrate)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/09-mcf-fixture-substrate-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 620e11d §12.4),-- (per DBCP bc-docs 620e11d §12.4)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/09-mcf-fixture-substrate.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 620e11d — Self-Verification Fixture Substrate),-- (per DBCP bc-docs 620e11d — Self-Verification Fixture Substrate)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/10-mcf-self-verification-result-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 ea8b708 §15.4),-- (per DBCP bc-docs ea8b708 §15.4)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/10-mcf-self-verification-result.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 ea8b708 — Deterministic Verifier Service + Result Substrate),-- (per DBCP bc-docs ea8b708 — Deterministic Verifier Service + Result Substrate)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/11-mcf-reservoir-ingestion-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 42f702b §14.4),-- (per DBCP bc-docs 42f702b §14.4)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/11-mcf-reservoir-ingestion.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 42f702b — Reservoir Ingestion + Intake Queue Substrate),-- (per DBCP bc-docs 42f702b — Reservoir Ingestion + Intake Queue Substrate)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/14-mcf-role-grant-audit.sql,9,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Impl: bc-docs-v3/docs/implementation/mcf-role-grant-service-implementation-dbcp.md,-- Impl: bc-docs/docs/implementation/mcf-role-grant-service-implementation-dbcp.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/14R-mcf-role-grant-audit-rollback.sql,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Impl: bc-docs-v3/docs/implementation/mcf-role-grant-service-implementation-dbcp.md (ec7053d),-- Impl: bc-docs/docs/implementation/mcf-role-grant-service-implementation-dbcp.md (ec7053d)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/15-mcf-seed-reservoir-rollback.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 docs/implementation/mcf-gate0-seed-reservoir-dbcp.md §7),-- (per DBCP bc-docs docs/implementation/mcf-gate0-seed-reservoir-dbcp.md §7)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/15-mcf-seed-reservoir.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 docs/implementation/mcf-gate0-seed-reservoir-dbcp.md),-- (per DBCP bc-docs docs/implementation/mcf-gate0-seed-reservoir-dbcp.md)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/15-mcf-seed-reservoir.sql,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- bc-docs-v3/docs/adrs/ADR-3f093f.md (DEC-3f093f / D426) — canonicality boundary,-- bc-docs/docs/adrs/ADR-3f093f.md (DEC-3f093f / D426) — canonicality boundary
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/15-mcf-seed-reservoir.sql,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- bc-docs-v3/docs/adrs/ADR-c3e57f.md (DEC-c3e57f / D422) — foundational MCF,-- bc-docs/docs/adrs/ADR-c3e57f.md (DEC-c3e57f / D422) — foundational MCF
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/16-mcf-seed-metric-status.sql,3,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (per DBCP bc-docs-v3 docs/implementation/mcf-gate0-seed-reservoir-dbcp.md,-- (per DBCP bc-docs docs/implementation/mcf-gate0-seed-reservoir-dbcp.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/20-mcf-secondary-metric-dag.sql,27,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- bc-docs-v3/docs/implementation/metric-context-framework-secondary-metric-dag-substrate-dbcp-2026-06-30.md §3.1/§6.1.,-- bc-docs/docs/implementation/metric-context-framework-secondary-metric-dag-substrate-dbcp-2026-06-30.md §3.1/§6.1.
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/21-mcf-pe-mc-13-15-vocabulary.sql,21,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- bc-docs-v3/docs/implementation/metric-context-framework-secondary-metric-dag-substrate-dbcp-2026-06-30.md §4.6.,-- bc-docs/docs/implementation/metric-context-framework-secondary-metric-dag-substrate-dbcp-2026-06-30.md §4.6.
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/22-mcf-selection-rule-prior-period-end.sql,17,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- bc-docs-v3/docs/implementation/metric-context-framework-secondary-metric-dag-substrate-dbcp-2026-06-30.md §4.2.,-- bc-docs/docs/implementation/metric-context-framework-secondary-metric-dag-substrate-dbcp-2026-06-30.md §4.2.
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260515-d407-dbcp-1m-canonical-field-provenance.sql,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"-- Parity: DBCP-1l on business_field (applied 2026-05-12, bc-docs-v3@a41eb26)","-- Parity: DBCP-1l on business_field (applied 2026-05-12, bc-docs@a41eb26)"
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-c-remove-credit-type-code-cc-mappings.sql,4,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Plan: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-correction-required-bf-cleanup-plan-DEC-1ce490.md §11a.1,-- Plan: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-correction-required-bf-cleanup-plan-DEC-1ce490.md §11a.1
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-c-remove-credit-type-code-cc-mappings.sql,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Verification: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-dbcp-1q-c-credit-type-code-mapping-removal-verification-plan.md,-- Verification: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-dbcp-1q-c-credit-type-code-mapping-removal-verification-plan.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-d-demote-no-cc-type-incoherence.sql,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Plan: bc-docs-v3/docs/onboarding/metric-work-records/_cross/,-- Plan: bc-docs/docs/onboarding/metric-work-records/_cross/
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-d-demote-no-cc-type-incoherence.sql,7,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- §11b lock: bc-docs-v3@2d8a544,-- §11b lock: bc-docs@2d8a544
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-d-demote-no-cc-type-incoherence.sql,56,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- bc-docs-v3/docs/onboarding/metric-work-records/_cross/,-- bc-docs/docs/onboarding/metric-work-records/_cross/
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-e-remove-a1-mismatch-cc-mappings.sql,4,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Plan: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-correction-required-bf-cleanup-plan-DEC-1ce490.md,-- Plan: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-correction-required-bf-cleanup-plan-DEC-1ce490.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-e-remove-a1-mismatch-cc-mappings.sql,5,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Verification: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-dbcp-1q-e-a1-mismatch-cc-mapping-removal-verification-plan.md,-- Verification: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-dbcp-1q-e-a1-mismatch-cc-mapping-removal-verification-plan.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-g-add-admit-from-correction-required-action.sql,4,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Plan: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-correction-required-bf-cleanup-plan-DEC-1ce490.md,-- Plan: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-correction-required-bf-cleanup-plan-DEC-1ce490.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-g-add-admit-from-correction-required-action.sql,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Verification: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-dbcp-1q-g-admit-from-correction-required-action-verification-plan.md,-- Verification: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d408-dbcp-1q-g-admit-from-correction-required-action-verification-plan.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d408-dbcp-1q-g-add-admit-from-correction-required-action.sql,22,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (designed in bc-docs-v3@2c457a8). The endpoint accepts a row in,-- (designed in bc-docs@2c457a8). The endpoint accepts a row in
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d409-dbcp-1q-i-add-admit-from-candidate-import-action.sql,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- Verification: bc-docs-v3/docs/onboarding/metric-work-records/_cross/2026-05-17-d409-dbcp-1q-i-admit-from-candidate-import-action-verification-plan.md,-- Verification: bc-docs/docs/onboarding/metric-work-records/_cross/2026-05-17-d409-dbcp-1q-i-admit-from-candidate-import-action-verification-plan.md
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260517-d409-dbcp-1q-i-add-admit-from-candidate-import-action.sql,21,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (designed in bc-docs-v3@06aa817). The endpoint accepts a row in,-- (designed in bc-docs@06aa817). The endpoint accepts a row in
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260521-f2-concept-registry-schema.sql,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (bc-docs-v3 docs/implementation/business-concept-registry-f1-forward-design.md),-- (bc-docs docs/implementation/business-concept-registry-f1-forward-design.md)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260521-f2-concept-registry-schema.sql,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"-- (bc-docs-v3 docs/implementation/business-concept-registry-f2-schema-dbcp.md,","-- (bc-docs docs/implementation/business-concept-registry-f2-schema-dbcp.md,"
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260521-f3-supersession-proposal-provenance.sql,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (bc-docs-v3 docs/implementation/business-concept-registry-f3-authoring-service-design.md),-- (bc-docs docs/implementation/business-concept-registry-f3-authoring-service-design.md)
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260521-f3-supersession-proposal-provenance.sql,8,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,"-- (bc-docs-v3 docs/implementation/business-concept-registry-f3-dbcp.md,","-- (bc-docs docs/implementation/business-concept-registry-f3-dbcp.md,"
external_repo,bc-core-runtime,bc-core-runtime/docker/redesign/migrations/20260521-phase-a-bucket-1-governance-scope-alignment.sql,6,manual_review,bc-docs-v3,bc-docs,code_or_config,Code/config comment or reference; review whether it is live guidance or historical provenance.,-- (bc-docs-v3 business-context-framework-phase-a-alignment-dbcp-,-- (bc-docs business-context-framework-phase-a-alignment-dbcp-
external_repo,bc-core-runtime,bc-core-runtime/scripts/audit-bf-admission-d408-calibrated.mjs,49,manual_review,bc-docs-v3,bc-docs,other,Unclassified external reference; review before editing.,const ADR_PATH = 'bc-docs-v3/docs/adrs/ADR-1ce490.md';,const ADR_PATH = 'bc-docs/docs/adrs/ADR-1ce490.md';
external_repo,bc-core-runtime,bc-core-runtime/scripts/audit-bf-admission-d408.mjs,46,manual_review,bc-docs-v3,bc-docs,other,Unclassified external reference; review before editing.,const ADR_PATH = 'bc-docs-v3/docs/adrs/ADR-1ce490.md';,const ADR_PATH = 'bc-docs/docs/adrs/ADR-1ce490.md';
