metric_definition_id	metric_name	display_name	function_code	subfunction_code	category_code	type_code	composition_code	direction_code	industry_code	formula_hint	status_code	maturity_code	description_text	tags	created_by_name	updated_by_name	created_at	updated_at	metric_seq	industry_category_code	seed_ref	verification_result_code	verification_evidence_id	purpose_code	shape_code	temporality_code	precision_code	impact_code	shape_params_json	needs_revalidation	locked_by	locked_at	discipline_code	readiness_min_snapshots	readiness_max_freshness_days	temporality_kind
6abe2837-b950-47dd-bbf9-357a44041a87	manual_urgent_payment_share	Manual/Urgent Payment Share	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of payments processed outside standard payment run.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5071	\N	manual_urgent_payments_share	green	\N	operational	scalar	period	final	time	\N	f	\N	\N	working_capital	\N	\N	\N
d1e0e464-2594-4e3e-9fc9-629d47b3fc7a	missed_discount_pct	Missed Discount %	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of early payment discounts missed.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5080	\N	missed_discounts_percentage	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
0e39eea4-9849-4eb0-88f2-a5feab411190	no_po_invoice_rate	No-PO Invoice Rate	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of vendor invoices received without a purchase order.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5086	\N	no_po_invoice_rate	green	\N	operational	scalar	period	final	compliance	\N	f	\N	\N	working_capital	\N	\N	\N
96cdf158-c22d-4ad3-bc5c-e530cddc5b80	payment_accuracy_rate	Payment Accuracy Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of payments made accurately without errors.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5066	\N	payment_accuracy	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
62980f28-3954-4171-9a4e-477e18914b28	payment_on_time_rate	Payment On-Time Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of vendor invoices paid on or before due date.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5065	\N	vendor_on_time_payment_rate	green	\N	performance	scalar	period	final	time	\N	f	\N	\N	working_capital	\N	\N	\N
690fff5a-9f9c-46c2-b5de-bf048c431c79	payment_proposal_timeliness_pct	Payment Proposal Timeliness %	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of payment proposals generated on schedule.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5075	\N	payment_proposal_timeliness	green	\N	performance	scalar	period	final	time	\N	f	\N	\N	working_capital	\N	\N	\N
a291c3ca-c851-43b3-8771-f56f714a87af	audit_data_quality	Audit Data Quality	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The quality of data used in the audit process, affecting the reliability of audit conclusions.	{}	\N	\N	2026-04-04 09:39:24.782835+00	2026-04-17 09:56:20.876061+00	5853	\N	audit_data_quality	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
9a26ae99-97c4-402b-b31e-dcec6cc8d2a7	po_invoice_reconciliation_rate	PO-Invoice Reconciliation Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Rate at which POs and invoices are reconciled without discrepancies.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5087	\N	po_and_invoice_reconciliation_rate	green	\N	efficiency	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
3aa0bed4-941f-4d64-b1a4-da64ca829bc7	po_match_rate	PO Match Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of invoice line items matched with a purchase order.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5085	\N	percentage_of_invoice_line_items_matched_with_a_purchase_order	green	\N	efficiency	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
19b4b3fe-ffd9-419f-ac0c-17ed3e82b776	recurring_payment_pct	Recurring Payment %	finance	accounts_payable	\N	\N	primary	target_is_optimal	\N	\N	draft	enriched	Percentage of total payments that are recurring.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5077	\N	percentage_of_recurring_payments	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
03159ce9-f4fa-4442-b78c-bc981dfc3407	rerti	ReRTI (RevPAR Room Type Index)	finance	accounts_receivable	\N	\N	primary	higher_is_better	universal	\N	draft	enriched	Revenue performance comparison across room categories. Measures yield optimization by room type.	{}	\N	\N	2026-04-04 08:47:15.49202+00	2026-04-17 09:53:08.242472+00	5045	services	rerti_revpar_room_type_index	green	agent-claude-opus	performance	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
a452ec67-1951-4141-ad0c-2eecaffff328	asset_portfolio_optimization	Asset Portfolio Optimization	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	The process of adjusting the mix of assets to achieve the best possible financial performance while managing risk and ensuring service delivery.	{}	\N	\N	2026-04-04 09:39:26.242008+00	2026-04-17 09:53:08.242472+00	5918	\N	asset_portfolio_optimization	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
daac7a42-d5bb-495f-bb73-15e66d23a140	asset_management_governance_effectiveness	Asset Management Governance Effectiveness	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The effectiveness of governance structures and practices in overseeing and guiding asset management activities.	{}	\N	\N	2026-04-04 09:39:26.457977+00	2026-04-17 09:53:08.242472+00	5933	\N	asset_management_governance_effectiveness	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
ff0a3aa5-dbed-4bb5-8907-170c0692e35a	capital_asset_condition_trend	Capital Asset Condition Trend	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The trend of the condition of capital assets over time, giving insight into whether asset health is improving or deteriorating.	{}	\N	\N	2026-04-04 09:39:26.504195+00	2026-04-17 09:53:08.242472+00	5936	\N	capital_asset_condition_trend	green	\N	operational	time_series	period	final	quality	"{\\"granularity\\":\\"monthly\\"}"	f	\N	\N	close_and_control	\N	\N	\N
2dd3e74b-8cc7-4bcc-81e1-1851eade0561	strategic_asset_management_plan_samp_compliance_rate	Strategic Asset Management Plan (SAMP) Compliance Rate	finance	iso_55001	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate at which asset management activities comply with the Strategic Asset Management Plan, ensuring that actions are in line with strategy.	{}	\N	\N	2026-04-04 09:39:26.412741+00	2026-04-17 09:53:08.242472+00	5930	\N	strategic_asset_management_plan_samp_compliance_rate	green	\N	operational	scalar	period	final	compliance	\N	f	\N	\N	close_and_control	\N	\N	\N
75d61bc8-83c3-4682-b8d8-a56cb6292450	tuition_dependency_ratio	Tuition Dependency Ratio	finance	general_finance	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Tuition revenue as % of total revenue	{}	\N	\N	2026-04-04 09:41:40.613069+00	2026-04-17 09:56:20.898633+00	6317	\N	tuition_dependency_ratio	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	others	\N	\N	\N
8e1e79d5-8c7b-46d0-8f81-0744e5be0b02	revpar	RevPAR (Revenue per Available Room)	finance	accounts_receivable	\N	\N	primary	higher_is_better	universal	\N	draft	enriched	Room revenue divided by available rooms. Primary hotel revenue performance metric.	{}	\N	\N	2026-04-04 08:47:15.47026+00	2026-04-17 09:53:08.242472+00	5044	services	revpar_revenue_per_available_room	green	agent-claude-opus	performance	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
605f2f75-b445-44de-aa8b-1efe0bcf6e26	right_first_time_invoice_rate	Right First Time Invoice Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of supplier invoices correct on first submission.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5089	\N	percentage_of_supplier_invoices_that_are_right_first_time_invoices	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
25ba9219-d8ea-4e6e-9edd-61e5203f5db9	three_way_match_exception_rate	3-Way Match Exception Rate	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of invoices failing PO-GR-Invoice 3-way match.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5083	\N	3_way_match_exception_rate	green	\N	diagnostic	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
1576bc1e-c216-48f4-a372-93d29cfa5630	duplicate_payment_rate	Duplicate Payment Rate	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of payments made in duplication.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5068	\N	duplicate_payment_rate	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
6bfa9e8f-6616-4d52-bbf3-f25e2d9e9182	early_payment_discount_capture_rate	Early Payment Discount Capture Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of available early-pay discounts taken.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5079	\N	early_payment_discount_capture_rate	green	\N	efficiency	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
06be37ce-d077-4775-9aba-d375a0c5a248	electronic_disbursement_rate	Electronic Disbursement Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of disbursements submitted electronically.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5074	\N	percentage_of_disbursements_submitted_electronically	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	working_capital	\N	\N	\N
4eec1228-5f9f-43a8-97c4-8b84ad9da66e	electronic_payment_rate	Electronic Payment Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of payments made electronically (ACH, wire, etc.).	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5073	\N	percentage_of_electronic_payments	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	working_capital	\N	\N	\N
4299f416-6fc4-465d-bda5-573dba69714d	audit_recommendation_implementation_rate	Audit Recommendation Implementation Rate	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate at which audit recommendations are implemented, indicating the effectiveness of the internal audit function in driving change.	{}	\N	\N	2026-04-04 09:39:24.60488+00	2026-04-17 09:56:20.876061+00	5842	\N	audit_recommendation_implementation_rate	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
07b26718-2a5e-475f-a3f4-be2e8c3f6cb2	audit_resource_utilization	Audit Resource Utilization	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The utilization of resources within the internal audit team. It helps ensure that resources are used efficiently and effectively.	{}	\N	\N	2026-04-04 09:39:24.461143+00	2026-04-17 09:56:20.876061+00	5833	\N	audit_resource_utilization	green	\N	efficiency	scalar	period	final	volume	\N	f	\N	\N	close_and_control	\N	\N	\N
2ce3dd8f-f945-4db3-8ad6-39d9d2391934	recommendations_implemented_rate	Recommendations Implemented Rate	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The percentage of audit recommendations that are fully implemented, showing the audit’s influence on organizational improvements.	{}	\N	\N	2026-04-04 09:39:24.402321+00	2026-04-17 09:56:20.876061+00	5830	\N	recommendations_implemented_rate	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
82cdeb28-6718-4c51-b947-de1a230d7711	cross_functional_audit_collaboration	Cross-Functional Audit Collaboration	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	deprecated	classified	The effectiveness of collaboration between the audit team and other functions within the organization, such as finance or compliance.	{}	\N	\N	2026-04-04 09:39:24.854878+00	2026-04-17 09:56:20.876061+00	5857	\N	cross_functional_audit_collaboration	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
02577f8c-c682-47c0-971f-b78bf5d99430	audit_report_clarity	Audit Report Clarity	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The clarity and comprehensibility of audit reports, enabling stakeholders to understand and act upon the findings.	{}	\N	\N	2026-04-04 09:39:24.559771+00	2026-04-17 09:56:20.876061+00	5839	\N	audit_report_clarity	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
9f275c06-11a0-4b4b-881c-18a344480178	compliance_effectiveness	Compliance Effectiveness	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The effectiveness of the internal audit team's compliance monitoring activities. It helps ensure that the company is compliant with all relevant laws and regulations.	{}	\N	\N	2026-04-04 09:39:24.290664+00	2026-04-17 09:56:20.876061+00	5824	\N	compliance_effectiveness	green	\N	performance	scalar	period	final	compliance	\N	f	\N	\N	close_and_control	\N	\N	\N
261cc924-2aa5-48f4-b29d-7012c303da4a	internal_audit_independence	Internal Audit Independence	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The degree to which the internal audit function operates independently from the rest of the organization, ensuring unbiased findings.	{}	\N	\N	2026-04-04 09:39:24.707357+00	2026-04-17 09:56:20.876061+00	5848	\N	internal_audit_independence	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
336ed501-c4e6-40f3-a7e7-01dd915bb095	regulatory_change_adaptability	Regulatory Change Adaptability	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The agility of the internal audit function in adapting to regulatory changes and ensuring compliance.	{}	\N	\N	2026-04-04 09:39:24.802716+00	2026-04-17 09:56:20.876061+00	5854	\N	regulatory_change_adaptability	green	\N	performance	scalar	period	final	compliance	\N	f	\N	\N	close_and_control	\N	\N	\N
7c8d2ea4-7c1d-435a-844e-3b2fc18efee8	error_free_disbursement_rate	Error-Free Disbursement Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of disbursements processed error-free the first time.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5069	\N	percentage_of_disbursements_that_are_first_time_error_free	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
3d7f8734-c98e-4958-8490-952ad3a90622	error_rate_in_invoicing	Error Rate in Invoicing	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of invoices containing errors.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5090	\N	error_rate_in_invoicing	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
8cc461cb-8275-4c32-bd7d-08a82c70d936	audit_plan_achievement_ratio	Audit Plan Achievement Ratio	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The percentage of the audit plan that has been successfully executed within the set timeframe, indicating efficiency and adherence to the internal audit schedule.	{}	\N	\N	2026-04-04 09:39:24.478121+00	2026-04-17 09:56:20.876061+00	5834	\N	audit_plan_achievement_ratio	green	\N	performance	scalar	period	final	time	\N	f	\N	\N	close_and_control	\N	\N	\N
96121546-2178-4e98-9f5f-c8a55c3cee25	audit_staff_certification_rate	Audit Staff Certification Rate	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The percentage of audit staff holding professional audit certifications, indicating the professional qualifications of the team.	{}	\N	\N	2026-04-04 09:39:24.574895+00	2026-04-17 09:56:20.876061+00	5840	\N	audit_staff_certification_rate	green	\N	performance	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
a79ddcf5-07c1-464b-a033-2de17db9eaa1	audit_staff_rotation_rate	Audit Staff Rotation Rate	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The rate at which internal audit staff are rotated across different audits or areas, promoting breadth of experience and reducing bias.	{}	\N	\N	2026-04-04 09:39:24.721608+00	2026-04-17 09:56:20.876061+00	5849	\N	audit_staff_rotation_rate	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
8cd72c67-9603-4403-bc48-f9884d9fdef9	audit_technology_utilization	Audit Technology Utilization	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The utilization rate of advanced technologies within the audit process, such as data analytics.	{}	\N	\N	2026-04-04 09:39:24.677865+00	2026-04-17 09:56:20.876061+00	5846	\N	audit_technology_utilization	green	\N	efficiency	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
7a87b9b6-e2e7-4e74-8460-c08b04671421	audit_timeliness	Audit Timeliness	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The average time taken to complete an audit. It helps ensure that audits are completed in a timely manner and that audit findings are acted upon promptly.	{}	\N	\N	2026-04-04 09:39:24.362584+00	2026-04-17 09:56:20.876061+00	5828	\N	audit_timeliness	green	\N	efficiency	scalar	period	final	time	\N	f	\N	\N	close_and_control	\N	\N	\N
59c84c0a-d20a-4e2f-a8bc-71ac69e660e9	integrated_audit_approach_utilization	Integrated Audit Approach Utilization	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The extent to which the internal audit uses an integrated approach that combines financial, operational, and IT audit perspectives for a holistic view.	{}	\N	\N	2026-04-04 09:39:24.869813+00	2026-04-17 09:56:20.876061+00	5858	\N	integrated_audit_approach_utilization	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
d5fc8475-f588-4dff-8541-49b220a8383a	first_time_match_rate	First-Time Match Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of invoice line items matched on first attempt.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5084	\N	percentage_of_invoice_line_items_that_are_matched_the_first_time	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
0be9f3d2-7665-445d-ac17-aa14688ceca3	free_cash_flow_per_share	Free Cash Flow per Share	finance	treasury	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	FCF / Shares outstanding	{}	\N	\N	2026-04-04 09:38:53.376734+00	2026-04-17 09:53:08.242472+00	5591	\N	free_cash_flow_per_share	green	\N	performance	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
a2d36e10-282f-4bd6-9b03-c9f8fe1a555d	deferred_tax_asset_liability_balance	Deferred Tax Asset/Liability Balance	finance	general_finance	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Net deferred tax position on balance sheet	{}	\N	\N	2026-04-04 09:41:38.441885+00	2026-04-17 09:56:20.898633+00	6182	\N	deferred_tax_asset_liability_balance	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	close_and_control	\N	\N	\N
72e090ce-4777-41ed-90c4-a50946851993	gr_ir_imbalance	GR/IR Imbalance	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Value difference between goods received and invoices received.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5088	\N	gr_ir_imbalance	green	\N	diagnostic	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
25c9e9fa-bb03-449a-bf76-80047ad3af7f	invoices_with_early_payment_incentive_pct	Invoices with Early Payment Incentive %	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of total invoices offering a discount for early payment.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5082	\N	percentage_of_invoices_with_early_payment_incentives	green	\N	operational	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
37182771-0d10-4643-8224-395b042e6839	internal_control_training_effectiveness	Internal Control Training Effectiveness	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The effectiveness of training programs aimed at improving internal control awareness and compliance among employees.	{}	\N	\N	2026-04-04 09:39:24.736073+00	2026-04-17 09:56:20.876061+00	5850	\N	internal_control_training_effectiveness	green	\N	performance	scalar	period	final	compliance	\N	f	\N	\N	close_and_control	\N	\N	\N
3fd5eb76-06a8-4112-b600-8185008ee655	manual_keyed_invoice_rate	Manual-Keyed Invoice Rate	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of invoice line items manually keyed into the system.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5103	\N	percentage_of_invoice_line_items_which_are_manually_keyed_into_the_financial_system	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
66d680f7-9a4d-48b0-8d10-1bef90492e01	stakeholder_satisfaction	Stakeholder Satisfaction	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The satisfaction of stakeholders with the internal audit function. It helps ensure that the internal audit function is meeting the needs of stakeholders.	{}	\N	\N	2026-04-04 09:39:24.264752+00	2026-04-17 09:56:20.876061+00	5823	\N	stakeholder_satisfaction	green	\N	performance	scalar	period	final	satisfaction	\N	f	\N	\N	close_and_control	\N	\N	\N
46e150b5-de87-4a8a-8b19-09d940273a77	whistleblower_reports_handled	Whistleblower Reports Handled	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The number of reports received and managed through the organization’s whistleblower program, reflecting the effectiveness of internal reporting mechanisms.	{}	\N	\N	2026-04-04 09:39:24.641193+00	2026-04-17 09:56:20.876061+00	5844	\N	whistleblower_reports_handled	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	close_and_control	\N	\N	\N
efe367e0-b65a-4793-91e5-9cd72565d92d	ocr_invoice_capture_rate	OCR Invoice Capture Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of supplier invoices captured using OCR technology.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5104	\N	percentage_of_supplier_invoices_captured_using_optical_character_recognition_ocr_technology	green	\N	efficiency	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
8beb9a6e-9081-4f75-890c-f259bd67fc32	other_approval_method_rate	Other Approval Method Rate	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of invoice line items approved by non-standard methods.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5098	\N	percentage_of_invoice_line_items_approved_by_a_method_other_than_matching_procurement_card_blanket_codes_auto_receipt_settlement_or_vmi	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
e3033df2-23f1-429f-9839-caaa763af484	paperless_invoice_pct	Paperless Invoice %	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of invoices processed without paper.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5109	\N	percentage_of_paperless_invoices	green	\N	efficiency	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
179f8743-4a9e-48c5-bd68-aee7d8bcc468	cycle_time_in_business_days_from_the_payroll_system_cut_off_date_until_payroll	Cycle time in business days from the payroll system cut-off date until payroll transmit date	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Cycle time in business days from the payroll system cut-off date until payroll transmit date metric.	{}	\N	\N	2026-04-04 09:40:07.328758+00	2026-04-17 09:53:08.242472+00	6086	\N	cycle_time_in_business_days_from_the_payroll_system_cut_off_date_until_payroll_transmit_date	green	\N	efficiency	scalar	period	final	time	\N	f	\N	\N	profit_and_loss	\N	\N	\N
1978bfc8-e355-4123-8ca0-a577cd2948c3	cycle_time_in_business_days_to_reflect_a_new_employee_in_the_payroll_system	Cycle time in business days to reflect a new employee in the payroll system	finance	payroll	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Cycle time in business days from the effective date of hire for a new employee until they are included in the payroll system	{}	\N	\N	2026-04-04 09:40:07.394842+00	2026-04-17 09:53:08.242472+00	6089	\N	cycle_time_in_business_days_to_reflect_a_new_employee_in_the_payroll_system	green	\N	efficiency	scalar	period	final	time	\N	f	\N	\N	profit_and_loss	\N	\N	\N
a42e7620-1379-4b6b-acf3-0c35f16fefc4	audit_evidence_sufficiency	Audit Evidence Sufficiency	finance	internal_audit	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	The adequacy of evidence collected during audit procedures to support findings and recommendations.	{}	\N	\N	2026-04-04 09:39:24.543759+00	2026-04-17 09:56:20.876061+00	5838	\N	audit_evidence_sufficiency	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	close_and_control	\N	\N	\N
e9db9c37-b452-4449-b3b2-d04c756e13b8	scanned_invoice_rate	Scanned Invoice Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of invoice line items entered by scanning.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5102	\N	percentage_of_invoice_line_items_which_are_scanned_into_the_financial_system	green	\N	efficiency	scalar	period	final	volume	\N	f	\N	\N	working_capital	\N	\N	\N
fad0906f-feba-4224-8868-1e7b002771ef	scanning_required_invoice_rate	Scanning Required Invoice Rate	finance	accounts_payable	\N	\N	primary	lower_is_better	\N	\N	draft	enriched	Percentage of supplier invoices requiring physical scanning.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5108	\N	percentage_of_supplier_invoices_requiring_scanning	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	working_capital	\N	\N	\N
7fdc643a-9e55-44fe-8230-c9d5705456d6	self_billing_invoice_rate	Self-Billing Invoice Rate	finance	accounts_payable	\N	\N	primary	target_is_optimal	\N	\N	draft	enriched	Percentage of supplier invoices representing self-billing.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5107	\N	percentage_of_supplier_invoices_representing_self_billing_invoices	green	\N	operational	scalar	period	final	volume	\N	f	\N	\N	working_capital	\N	\N	\N
7b85822b-7914-4832-9b05-6a2a842226cf	three_way_match_approval_rate	3-Way Match Approval Rate	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Percentage of invoice line items approved by three-way matching.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5092	\N	percentage_of_invoice_line_items_approved_by_three_way_matching	green	\N	operational	scalar	period	final	quality	\N	f	\N	\N	working_capital	\N	\N	\N
b5f567c7-1303-4e25-a9e3-93cc6429a7fd	forecasted_discount_opportunity	Forecasted Discount Opportunity	finance	accounts_payable	\N	\N	primary	higher_is_better	\N	\N	draft	enriched	Projected value of early payment discounts available over next 30 days.	{}	\N	\N	2026-04-04 09:28:50.003421+00	2026-04-17 09:53:08.242472+00	5081	\N	forecasted_early_payment_discount_opportunity	green	\N	predictive	scalar	period	final	financial	\N	f	\N	\N	working_capital	\N	\N	\N
